City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,marsabit,2.3284,37.9899,67.89,68,7,18.68,KE,1675232171
291,east london,-33.0153,27.9116,79.74,73,0,5.75,ZA,1675232173
292,chimbote,-9.0853,-78.5783,69.91,79,100,4.38,PE,1675232132
293,jahangirabad,28.4167,78.1,65.98,48,0,13.06,IN,1675232175
294,taksimo,56.3444,114.8794,6.17,68,100,4.47,RU,1675231936
295,ust-kuyga,70.0167,135.6,-16.29,98,100,8.43,RU,1675232176
296,pacific grove,36.6177,-121.9166,44.65,82,0,4.61,US,1675232177
297,lubao,14.9167,120.55,91.11,57,83,11.9,PH,1675232178
298,takoradi,4.8845,-1.7554,77.05,87,50,1.25,GH,1675232179
299,lavrentiya,65.5833,-171.0,8.49,98,91,4.23,RU,1675232180
300,narsaq,60.9167,-46.05,12.56,94,100,5.91,GL,1675232182
301,araouane,18.9048,-3.5265,55.0,16,0,9.84,ML,1675232183
302,santa luzia,-19.7697,-43.8514,70.7,68,0,0.0,BR,1675232184
303,synya,65.3718,58.0387,22.53,92,100,13.87,RU,1675232185
304,lixourion,38.2019,20.4314,39.2,70,20,6.91,GR,1675232186
305,esperance,-33.8667,121.9,66.04,57,74,15.86,AU,1675232186
306,cochrane,51.1834,-114.4687,23.27,92,100,2.3,CA,1675232119
307,klaksvik,62.2266,-6.589,36.52,82,95,27.45,FO,1675232187
308,vila,42.0304,-8.1588,27.48,71,40,4.29,PT,1675232188
309,saint-pierre,-21.3393,55.4781,82.18,74,75,17.27,RE,1675232169
310,evensk,61.95,159.2333,11.12,96,100,4.92,RU,1675232190
311,okato,-39.2,173.8833,72.18,88,100,15.01,NZ,1675232190
312,mattru,7.6244,-11.8332,72.18,91,0,1.41,SL,1675232191
313,capinzal,-27.3436,-51.6119,66.34,98,54,1.9,BR,1675232191
314,tazovskiy,67.4667,78.7,9.32,94,100,17.74,RU,1675232192
315,itarema,-2.9248,-39.9167,76.68,90,53,11.14,BR,1675232193
316,taltal,-25.4,-70.4833,67.62,85,72,0.56,CL,1675232114
317,princeville,45.7668,-61.2985,21.9,85,75,8.05,CA,1675232194
318,krivosheino,57.3431,83.9261,6.31,93,67,3.53,RU,1675232194
319,sambava,-14.2667,50.1667,83.17,72,16,9.04,MG,1675231979
320,bure,10.7,37.0667,69.24,29,11,1.81,ET,1675232195
321,at-bashi,41.1702,75.8106,21.94,66,94,1.61,KG,1675232196
322,longyearbyen,78.2186,15.6401,15.64,67,75,10.36,SJ,1675232197
323,wallacetown,-46.3333,168.2667,61.09,98,100,2.68,NZ,1675232198
324,port-gentil,-0.7193,8.7815,80.13,81,37,13.62,GA,1675232199
325,monte gordo,37.1819,-7.4523,44.55,58,2,8.34,PT,1675232199
326,cherskiy,68.75,161.3,-13.13,100,58,5.17,RU,1675232200
327,berlevag,70.8578,29.0864,31.95,80,75,28.77,NO,1675232201
328,codrington,-38.2667,141.9667,63.19,44,92,13.82,AU,1675232021
329,college,64.8569,-147.8028,14.07,78,100,4.61,US,1675232202
330,cabatuan,10.8794,122.486,84.29,71,47,14.65,PH,1675232167
331,plouzane,48.3833,-4.6167,46.72,78,100,6.91,FR,1675232203
332,leningradskiy,69.3833,178.4167,4.46,96,100,10.2,RU,1675232067
333,chapais,49.7834,-74.8492,1.18,92,100,11.86,CA,1675232204
334,okhotsk,59.3833,143.3,0.86,96,100,11.83,RU,1675232205
335,darovskoy,58.77,47.9564,18.93,95,100,9.55,RU,1675232206
336,lompoc,34.6391,-120.4579,42.94,93,0,4.61,US,1675232206
337,bristol,41.8334,-71.1662,28.26,57,49,4.0,US,1675231681
338,ntungamo,-0.8833,29.65,75.49,45,82,1.28,UG,1675232207
339,lithakia,37.7167,20.8333,38.48,70,0,2.3,GR,1675232208
340,tambopata,-12.7333,-69.1833,71.06,99,91,1.12,PE,1675232209
341,buraydah,26.326,43.975,55.85,49,24,8.77,SA,1675232209
342,zasechnoye,53.1092,45.0764,28.67,90,98,8.93,RU,1675232210
343,itoigawa,37.0333,137.85,44.02,81,99,14.65,JP,1675232211
344,manggar,-2.8833,108.2667,83.55,72,99,8.23,ID,1675232212
345,beihai,21.4833,109.1,69.66,80,91,8.68,CN,1675232212
346,kibala,9.1104,18.3463,77.5,20,7,4.21,TD,1675232213
347,dunedin,-45.8742,170.5036,65.75,86,100,11.86,NZ,1675231809
348,broome,42.2506,-75.833,18.7,80,100,3.44,US,1675232073
349,red wing,44.5625,-92.5338,8.69,66,40,0.0,US,1675232184
350,inirida,3.8653,-67.9239,72.01,71,51,2.33,CO,1675232031
351,nishihara,26.1842,127.7558,73.06,53,20,17.27,JP,1675232217
352,martapura,-3.4167,114.85,86.09,70,40,4.61,ID,1675232217
353,sorland,67.667,12.6934,35.46,64,73,11.48,NO,1675232218
354,oktyabrskoye,43.0645,44.7417,26.74,100,100,4.47,RU,1675232219
355,hambantota,6.1241,81.1185,86.34,79,40,2.3,LK,1675231980
356,praia da vitoria,38.7333,-27.0667,54.75,93,20,9.62,PT,1675232220
357,punta alta,-38.8759,-62.0736,65.05,86,100,10.33,AR,1675232220
358,santa marta,11.2408,-74.199,74.52,73,12,16.11,CO,1675232221
359,chik,54.9928,82.4311,-9.65,77,40,2.24,RU,1675232222
360,jumla,29.2747,82.1838,53.38,15,0,3.29,NP,1675232223
361,areia branca,-4.9561,-37.1369,77.72,76,91,13.82,BR,1675232225
362,san miguel,13.4833,-88.1833,73.99,64,5,0.43,SV,1675232226
363,hammerfest,70.6634,23.6821,30.65,86,40,17.27,NO,1675232227
364,trincomalee,8.5711,81.2335,75.06,94,100,21.54,LK,1675232228
365,sterling,39.0062,-77.4286,35.6,90,100,5.75,US,1675232229
366,debre zeyit,8.75,38.9833,69.13,29,2,2.46,ET,1675232230
367,harper,4.375,-7.7169,78.08,86,70,2.55,LR,1675232231
368,bozoum,6.3193,16.3799,75.27,35,73,2.46,CF,1675232232
369,alyangula,-13.8483,136.4192,87.3,66,100,1.54,AU,1675232233
370,chapleau,47.8405,-83.4034,2.01,93,40,8.59,CA,1675232234
371,hualmay,-11.0964,-77.6139,71.29,79,100,6.49,PE,1675232235
372,borogontsy,62.6683,131.1683,-27.44,90,100,1.88,RU,1675232236
373,tamale,9.4008,-0.8393,74.82,13,56,5.39,GH,1675232237
374,palmerston,-12.486,130.9833,92.03,69,75,13.8,AU,1675232118
375,willmar,45.1219,-95.0433,1.58,71,0,6.91,US,1675231965
376,martyush,56.4,61.8819,20.79,89,91,6.58,RU,1675232240
377,mnogovershinnyy,53.9353,139.9242,-7.1,82,53,4.99,RU,1675232241
378,richards bay,-28.783,32.0377,77.22,81,100,12.62,ZA,1675232242
379,rio grande,-32.035,-52.0986,73.4,85,0,4.27,BR,1675232122
380,diapaga,12.0708,1.7889,71.13,7,38,7.47,BF,1675232245
381,seinajoki,62.7945,22.8282,25.7,95,100,6.91,FI,1675232247
382,ipixuna,-1.7625,-48.8043,72.27,99,100,4.54,BR,1675232249
383,mitsamiouli,-11.3847,43.2844,82.44,74,46,6.51,KM,1675232249
384,mackay,-21.15,149.2,83.1,84,100,11.65,AU,1675232118
385,sistranda,63.7256,8.834,26.56,70,100,11.23,NO,1675232250
386,fukue,32.6881,128.8419,59.36,55,75,11.5,JP,1675232251
387,wexford,52.3342,-6.4575,46.13,78,47,11.01,IE,1675232252
388,marsa matruh,31.3525,27.2453,54.66,71,43,26.75,EG,1675232253
389,tilichiki,60.4667,166.1,9.34,93,100,7.43,RU,1675232253
390,mana,5.6592,-53.7767,73.53,90,42,2.33,GF,1675232254
391,aksarka,66.5606,67.7975,14.77,95,100,11.27,RU,1675232254
392,tambura,5.6,27.4667,81.81,24,32,3.74,SS,1675232255
393,ossora,59.2353,163.0719,18.16,88,100,3.87,RU,1675232256
394,bassar,9.25,0.7833,69.93,20,32,2.62,TG,1675232256
395,anzio,41.4853,12.6179,49.01,63,68,3.13,IT,1675232257
396,luzon,6.519,126.0941,82.0,72,48,5.7,PH,1675232258
397,lenoir,35.2335,-77.6497,59.25,100,100,0.0,US,1675232258
398,provideniya,64.3833,-173.3,19.22,98,95,2.62,RU,1675232259
399,tamiahua,21.2667,-97.45,72.39,88,50,5.23,MX,1675232260
400,odienne,9.51,-7.5692,69.53,20,6,2.19,CI,1675232260
401,chumikan,54.7183,135.315,-5.19,84,37,15.66,RU,1675232261
402,tierralta,8.1736,-76.0592,72.3,92,9,2.24,CO,1675232262
403,almazar,40.3217,69.0106,41.47,62,100,21.09,UZ,1675232262
404,namibe,-15.1961,12.1522,72.45,79,100,3.56,AO,1675232263
405,aragarcas,-15.8975,-52.2508,71.56,93,100,0.45,BR,1675232263
406,rio gallegos,-51.6226,-69.2181,53.65,62,0,8.05,AR,1675232121
407,pundaguitan,6.3711,126.1689,81.61,76,20,12.3,PH,1675232264
408,puerto baquerizo moreno,-0.9,-89.6,75.94,84,33,5.88,EC,1675231971
409,urumqi,43.801,87.6005,11.35,67,100,2.24,CN,1675232163
410,dharchula,29.85,80.5333,67.17,16,0,4.45,IN,1675232266
411,najran,17.4924,44.1277,74.05,24,46,5.14,SA,1675232267
412,san jeronimo,-11.9472,-75.2829,46.58,95,100,4.32,PE,1675232268
413,keflavik,64.0049,-22.5624,27.03,74,0,4.61,IS,1675232268
414,lasa,46.6166,10.7002,36.48,89,21,6.8,IT,1675231991
415,huarmey,-10.0681,-78.1522,71.2,80,100,4.29,PE,1675232269
416,santa teresa,10.2341,-66.6631,72.91,98,19,1.39,VE,1675232270
417,betare oya,5.6,14.0833,71.06,51,12,1.83,CM,1675232271
418,kovdor,67.5662,30.4758,8.82,97,99,2.77,RU,1675232271
419,pacifica,37.6138,-122.4869,50.16,69,20,5.75,US,1675232272
420,victoria,22.2855,114.1577,76.96,76,42,5.99,HK,1675232261
421,high level,58.5169,-117.136,-7.49,77,0,10.36,CA,1675232135
422,comodoro rivadavia,-45.8667,-67.5,66.06,34,0,4.61,AR,1675232273
423,yerbogachen,61.2767,108.0108,-7.58,96,98,4.29,RU,1675232274
424,yeppoon,-23.1333,150.7333,92.98,76,95,4.76,AU,1675232275
425,bundibugyo,0.7414,30.0417,72.86,57,89,3.31,UG,1675232276
426,adrar,20.5022,-10.0711,56.84,16,29,10.11,MR,1675232276
427,hay river,60.8156,-115.7999,-16.62,69,75,11.5,CA,1675232277
428,bilma,18.6853,12.9164,55.49,31,89,12.03,NE,1675232277
429,lypnyazhka,48.4469,31.0761,30.69,81,83,7.2,UA,1675232278
430,suntar,62.1444,117.6319,-15.81,93,79,6.49,RU,1675232279
431,saint-georges,12.0564,-61.7485,74.08,76,2,6.93,GD,1675232279
432,dicabisagan,17.0818,122.4157,79.25,73,88,5.3,PH,1675232280
433,amazar,53.858,120.875,7.2,63,95,6.24,RU,1675232281
434,mata,40.683,-7.4592,37.76,86,6,6.06,PT,1675232282
435,bambous virieux,-20.3428,57.7575,85.21,74,75,10.36,MU,1675232283
436,deputatskiy,69.3,139.9,-19.64,95,100,5.19,RU,1675232283
437,utica,43.1009,-75.2327,16.92,77,99,1.25,US,1675232178
438,shumikha,55.2261,63.2961,18.55,86,98,6.38,RU,1675232285
439,rudsar,37.1376,50.288,49.98,82,78,2.39,IR,1675232286
440,acapulco,16.8634,-99.8901,75.02,78,0,3.44,MX,1675232040
441,bulawayo,-20.15,28.5833,69.44,71,68,7.63,ZW,1675232287
442,grants,35.1473,-107.8514,23.23,54,0,6.91,US,1675232288
443,kuching,1.55,110.3333,84.02,81,40,5.01,MY,1675232289
444,sitka,57.0531,-135.33,39.09,93,100,0.0,US,1675232290
445,general roca,-39.0333,-67.5833,61.63,68,9,6.33,AR,1675232291
446,puerto escondido,15.85,-97.0667,75.09,70,3,4.74,MX,1675232292
447,matay,28.419,30.7792,51.33,52,2,9.78,EG,1675232202
448,oga,46.4631,10.347,29.08,95,41,4.65,IT,1675232294
449,walvis bay,-22.9575,14.5053,63.93,77,100,4.34,NA,1675232295
450,linares,-35.85,-71.6,57.16,44,0,1.74,CL,1675232297
451,atyrau,47.1167,51.8833,19.42,63,0,8.95,KZ,1675232298
452,sao raimundo das mangabeiras,-7.0219,-45.4811,74.43,76,96,0.2,BR,1675232298
453,kirakira,-10.4544,161.9205,83.3,74,95,7.2,SB,1675232299
454,katsuura,35.1333,140.3,53.62,63,57,25.77,JP,1675232300
455,havelock,34.8791,-76.9013,58.95,89,100,0.0,US,1675232301
456,guadalupe y calvo,26.1,-106.9667,36.64,98,100,2.48,MX,1675232302
457,santiago de chuco,-8.15,-78.1833,50.7,84,100,2.68,PE,1675232303
458,nam som,17.7704,102.1895,88.09,20,14,2.13,TH,1675232304
459,kolkwitz,51.75,14.25,40.66,83,100,19.84,DE,1675232305
460,taywarah,33.35,64.4167,30.24,72,97,9.44,AF,1675232306
461,moindou,-21.6924,165.677,81.5,65,90,4.36,NC,1675232307
462,makakilo city,21.3469,-158.0858,76.57,83,20,4.61,US,1675232211
463,aksu,41.1231,80.2644,24.35,64,87,0.94,CN,1675232308
464,venado tuerto,-33.7456,-61.9688,72.77,47,2,8.01,AR,1675232310
465,boddam,57.4667,-1.7833,39.58,67,15,35.75,GB,1675232028
466,vao,-22.6667,167.4833,79.45,77,84,14.18,NC,1675232311
467,santarem,-2.4431,-54.7083,73.53,100,75,4.61,BR,1675232312
468,ust-tsilma,65.441,52.1498,26.28,85,99,12.8,RU,1675232313
469,govindgarh,27.5,76.9833,66.99,38,0,11.03,IN,1675232313
470,sao felix do xingu,-6.6447,-51.995,69.53,99,26,1.28,BR,1675232314
471,georgiyevka,43.0369,74.7114,35.64,60,0,11.18,KZ,1675232315
472,tyukhtet,56.5389,89.3011,11.07,93,100,3.27,RU,1675232316
473,petropavlovskoye,52.0712,84.107,19.87,87,100,1.52,RU,1675232317
474,amapa,1.0,-52.0,69.76,100,94,2.21,BR,1675232318
475,kingaroy,-26.5333,151.8333,82.72,48,98,4.7,AU,1675232319
476,the valley,18.217,-63.0578,76.1,69,2,17.56,AI,1675232319
477,jiangyou,31.7667,104.7167,65.77,26,2,5.61,CN,1675232320
478,boende,-0.2167,20.8667,74.59,71,32,3.74,CD,1675232321
479,juba,4.8517,31.5825,84.42,32,30,0.89,SS,1675232321
480,kamenka,51.3223,42.7678,26.62,90,100,9.71,RU,1675232322
481,alexandria,31.2156,29.9553,56.68,65,33,27.85,EG,1675232206
482,jhabua,22.7667,74.6,74.01,29,34,10.47,IN,1675232323
483,kenai,60.5544,-151.2583,31.08,93,100,4.61,US,1675232324
484,kerrobert,51.9168,-109.1348,-3.95,97,97,0.85,CA,1675232324
485,lira,2.235,32.9097,79.0,48,3,3.89,UG,1675232203
486,vicksburg,32.3526,-90.8779,35.33,93,100,10.36,US,1675232215
487,tartagal,-22.5164,-63.8013,71.26,88,87,4.79,AR,1675232326
488,gornozavodsk,58.3758,58.3211,21.13,95,100,8.5,RU,1675232326
489,anchorage,61.2181,-149.9003,30.65,93,100,4.0,US,1675232286
490,gazli,40.1333,63.45,50.95,49,100,18.1,UZ,1675232328
491,rochegda,62.8,43.25,25.83,90,100,10.74,RU,1675232329
492,marks,51.7111,46.7486,17.29,96,86,5.03,RU,1675232329
493,touros,-5.1989,-35.4608,78.84,74,96,13.27,BR,1675232330
494,arman,59.7,150.1667,12.02,94,100,5.26,RU,1675232331
495,goderich,43.7501,-81.7165,19.9,67,100,17.27,CA,1675232332
496,port lincoln,-34.7333,135.8667,66.07,52,83,15.61,AU,1675232332
497,constitucion,-35.3333,-72.4167,54.07,79,1,5.66,CL,1675232333
498,tessalit,20.1986,1.0114,57.85,12,7,6.8,ML,1675232209
499,havre-saint-pierre,50.2334,-63.5986,1.4,84,40,5.75,CA,1675232334
500,beroroha,-21.6667,45.1667,81.21,67,96,7.65,MG,1675232335
501,sherlovaya gora,50.5667,116.25,-3.1,89,5,3.69,RU,1675232336
502,camden,39.7835,-74.9663,35.19,83,100,3.18,US,1675231644
503,ust-maya,60.4167,134.5333,-22.04,90,100,1.99,RU,1675232208
504,campbell river,50.0163,-125.2446,35.13,99,100,4.99,CA,1675232119
505,mandalgovi,45.7625,106.2708,14.61,34,0,12.77,MN,1675232337
506,kifri,34.6959,44.9661,51.48,75,23,5.59,IQ,1675232338
507,ramanuj ganj,23.8,83.7,74.64,24,0,8.79,IN,1675232339
508,salalah,17.0151,54.0924,75.29,53,75,6.91,OM,1675232274
509,manzhouli,49.6,117.4333,0.64,82,5,12.82,CN,1675232340
510,talcahuano,-36.7167,-73.1167,55.08,76,0,9.22,CL,1675232115
511,lata,40.1629,-8.3327,35.08,76,1,3.74,PT,1675232341
512,butte,39.6499,-121.5677,44.62,65,0,8.05,US,1675232342
513,la antigua,6.7153,-76.079,56.73,94,70,2.35,CO,1675232343
514,limbang,4.75,115.0,89.71,70,99,3.36,MY,1675232293
515,jieshi,22.8134,115.8257,70.16,72,86,9.35,CN,1675232344
516,dongsheng,39.8161,109.9776,18.28,20,55,9.31,CN,1675232345
517,grenaa,56.4158,10.8783,37.62,90,100,25.97,DK,1675232345
518,lazaro cardenas,17.9583,-102.2,71.71,88,1,4.12,MX,1675232346
519,morondava,-20.2833,44.2833,80.01,79,100,6.35,MG,1675232347
520,chabahar,25.2919,60.643,68.2,61,0,7.54,IR,1675232348
521,atambua,-9.1061,124.8925,82.69,70,48,6.71,ID,1675232349
522,zigong,29.3416,104.7769,65.16,29,7,0.69,CN,1675232350
523,baiao,-2.7906,-49.6717,72.09,99,100,3.44,BR,1675232352
524,shelburne,44.0787,-80.2041,7.59,96,27,8.01,CA,1675232184
525,madang,-5.2246,145.7966,83.5,84,92,7.4,PG,1675232353
526,kuliyapitiya,7.4688,80.0401,79.34,74,100,6.64,LK,1675232355
527,luanda,-8.8368,13.2343,78.3,83,99,5.99,AO,1675232356
528,turukhansk,65.8167,87.9833,4.84,94,99,11.63,RU,1675232356
529,tongren,27.7172,109.1853,57.42,39,57,6.64,CN,1675232357
530,vanimo,-2.6741,141.3028,83.17,74,95,6.85,PG,1675232358
531,bako,5.7833,36.5667,76.48,37,20,4.83,ET,1675232359
532,kiunga,-6.1219,141.2906,88.81,62,97,4.12,PG,1675232360
533,plettenberg bay,-34.0527,23.3716,71.1,72,1,8.95,ZA,1675232362
534,taikang,46.8333,124.4167,14.63,67,73,9.64,CN,1675232362
535,visby,57.6409,18.296,35.82,87,100,8.05,SE,1675232363
536,sabha,27.0377,14.4283,42.21,58,0,9.01,LY,1675232365
537,acajutiba,-11.6622,-38.0172,70.07,95,47,3.76,BR,1675232367
538,gat,31.61,34.7642,54.39,100,64,19.26,IL,1675232346
539,gizo,-8.103,156.8419,83.21,75,92,15.28,SB,1675232368
540,koumac,-20.5667,164.2833,81.95,56,66,5.95,NC,1675232368
541,oulainen,64.2667,24.8,13.01,98,56,3.96,FI,1675232369
542,norrkoping,58.5942,16.1826,34.79,91,100,3.44,SE,1675232370
543,sechura,-5.5569,-80.8222,74.84,72,96,4.25,PE,1675232370
544,dingle,10.9995,122.6711,83.61,74,49,14.41,PH,1675232371
545,yazoo city,32.8551,-90.4056,30.9,91,100,7.09,US,1675232372
546,salinopolis,-0.6136,-47.3561,74.61,94,100,2.21,BR,1675232372
547,tokur,53.1333,132.9,-8.37,85,84,2.33,RU,1675232373
548,calvinia,-31.4707,19.776,62.42,48,0,4.61,ZA,1675232374
549,westlock,54.1502,-113.8688,11.26,97,100,1.45,CA,1675232375
550,eirunepe,-6.6603,-69.8736,72.19,99,99,2.01,BR,1675232375
551,maniitsoq,65.4167,-52.9,2.32,75,80,12.59,GL,1675232376
552,passo de camaragibe,-9.2368,-35.4901,72.95,92,77,0.94,BR,1675232376
553,riohacha,11.5444,-72.9072,71.85,86,6,11.14,CO,1675232378
554,cookeville,36.1628,-85.5016,35.8,96,100,3.0,US,1675232379
555,paamiut,61.994,-49.6678,14.36,74,100,10.2,GL,1675232379
556,cabinda,-5.55,12.2,78.89,87,100,4.81,AO,1675232380
557,homer,59.6425,-151.5483,35.76,92,100,3.44,US,1675232380
558,vila franca do campo,37.7167,-25.4333,55.81,83,38,7.52,PT,1675232381
559,sattahip,12.6664,100.9007,92.98,43,20,10.36,TH,1675232114
560,maridi,4.9158,29.4742,82.81,34,39,3.6,SS,1675232382
561,komsomolskiy,40.4272,71.7189,38.12,70,100,2.3,UZ,1675232383
562,erdenet,49.0333,104.0833,7.79,78,66,3.49,MN,1675232384
563,forestville,38.8451,-76.875,36.09,93,100,6.91,US,1675232385
564,nago,26.5881,127.9761,73.83,60,16,11.77,JP,1675232385
565,eyrarbakki,63.863,-21.1481,24.85,90,80,4.09,IS,1675232386
566,port hardy,50.6996,-127.4199,37.58,93,100,18.41,CA,1675232387
567,ixtapa,20.7,-105.2,69.22,84,97,2.19,MX,1675232387
568,matara,5.9485,80.5353,84.94,63,84,6.42,LK,1675232388
569,nabire,-3.3667,135.4833,83.41,71,99,3.71,ID,1675232389
570,yermekeyevo,54.0761,53.6712,7.25,90,27,5.08,RU,1675232389
571,fredericksburg,38.3032,-77.4605,38.73,94,100,4.61,US,1675232390
572,porto walter,-8.2686,-72.7439,71.6,99,99,2.89,BR,1675232391
573,king city,36.2127,-121.126,44.89,61,0,0.83,US,1675232392
574,crateus,-5.1783,-40.6775,72.12,78,35,2.71,BR,1675232302
575,norden,53.6,7.2,43.14,82,100,1.99,DE,1675232393
576,tocopilla,-22.092,-70.1979,71.8,80,100,2.13,CL,1675232394
577,gamba,-2.65,10.0,75.76,89,97,5.23,GA,1675232394
578,tiszadob,48.0167,21.1667,36.61,76,41,10.69,HU,1675232395
579,kungurtug,50.5994,97.5228,10.6,83,22,1.34,RU,1675232396
580,ayan,56.45,138.1667,-5.22,63,94,13.65,RU,1675232396
581,svetlogorsk,52.6333,29.7333,25.25,97,88,7.99,BY,1675232397
